"key","base","target","review_status","reviewer_notes"
"roleNameLabel","Role Name","Role Name","",""
"roleDetailsLabel","Role Details","Role Details","",""
"searchRoleLabel","Search Role","Search Role","",""
"deleteTheRoleLabel","Delete the Role","Delete the Role","",""
"accessRightLabel","Access Right","\u0B85\u0BA3\u0BC1\u0B95\u0BB2\u0BC1\u0BAE\u0BCD \u0B89\u0BB0\u0BBF\u0BAE\u0BC8","",""
"emailIDLabel","Email ID","\u0BAE\u0BBF\u0BA9\u0BCD\u0BA9\u0BAE\u0BCD\u0B9C\u0BB2\u0BCD \u0B90\u0B9F\u0BBF","",""
"contactLabel","Contact","\u0BA4\u0BCA\u0B9F\u0BB0\u0BCD\u0BAA\u0BC1","",""
"fetchUserActivitiesLabel","Fetch User Activities","\u0BAA\u0BAF\u0BA9\u0BB0\u0BCD \u0B9A\u0BC6\u0BAF\u0BB2\u0BCD\u0BAA\u0B9F\u0BCD\u0B9F\u0BC1\u0B95\u0BB3\u0BCD \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","",""
"noOfRecordsLabel","Number of Records","\u0BAA\u0BA4\u0BBF\u0BB5\u0BC1\u0B95\u0BB3\u0BCD \u0B8E\u0BB3\u0BC1\u0BA4\u0BCD\u0BA4\u0BC1","",""
"activityTypeLabel","Activity Type","\u0B9A\u0BC6\u0BAF\u0BB2\u0BCD\u0BAA\u0B9F\u0BCD\u0B9F\u0BC1 \u0B95\u0BB2\u0BAE\u0BCD","",""
"activityDescriptionLabel","Activity Description","\u0B9A\u0BC6\u0BAF\u0BB2\u0BCD\u0BAA\u0B9F\u0BCD\u0B9F\u0BC1 \u0BB5\u0BBF\u0BB3\u0B95\u0BCD\u0B95\u0BAE\u0BCD","",""
"ipAddressLabel","IP Address","IP \u0BAE\u0BC1\u0B95\u0BB5\u0BB0\u0BBF","",""
"deviceInfoLabel","Device Info","\u0B9A\u0BA4\u0BA9 \u0BA4\u0B95\u0BB5\u0BB2\u0BCD","",""
"browserInfoLabel","Browser Info","\u0B89\u0BB2\u0BBE\u0BB5\u0BBF \u0BA4\u0B95\u0BB5\u0BB2\u0BCD","",""
"createLabel","Create","\u0B89\u0BB0\u0BC1\u0BB5\u0BBE\u0B95\u0BCD\u0B95\u0BC1","",""
"editLabel","Edit","\u0BA4\u0BC6\u0B95\u0BC1","",""
"moduleLabel","Module","\u0BA4\u0BC1\u0BB3\u0B95\u0BAE\u0BCD","",""
"modulesLabel","Modules","\u0BA4\u0BC1\u0BB3\u0B95\u0BAE\u0BCD\u0B95\u0BB3\u0BCD","",""
"submoduleLabel","Sub Module","\u0B89\u0BAA \u0BA4\u0BC1\u0BB3\u0B95\u0BAE\u0BCD","",""
"submodulesLabel","Sub Modules","\u0B89\u0BAA \u0BA4\u0BC1\u0BB3\u0B95\u0BAE\u0BCD\u0B95\u0BB3\u0BCD","",""
"privilegesLabel","Privileges","\u0B9A\u0BB2\u0BC1\u0B95\u0BC8\u0B95\u0BB3\u0BCD","",""
"viewLabel","View","\u0B95\u0BBE\u0BA3\u0BCD\u0B95","",""
"exportLabel","Export","\u0B8F\u0B9F\u0BCD\u0B9F\u0BC1\u0BAE\u0BA4\u0BBF \u0B9A\u0BC6\u0BAF","",""
"printLabel","Print","\u0B85\u0B9A\u0BCD\u0B9A\u0BBF\u0B9F\u0BC1","",""
"emailLabel","Email","\u0BAE\u0BBF\u0BA9\u0BCD\u0BA9\u0BAE\u0BCD\u0B9C\u0BB2\u0BCD","",""
"prepareLabel","Prepare","\u0BA4\u0BAF\u0BBE\u0BB0\u0BCD \u0B9A\u0BC6\u0BAF\u0BCD","",""
"approveLabel","Approve","\u0B92\u0BAA\u0BCD\u0BAA\u0BC1\u0BA4\u0BB2\u0BCD","",""
"rejectLabel","Reject","\u0BAE\u0BB1\u0BC1\u0B95\u0BCD\u0B95\u0BB5\u0BC1\u0BAE\u0BCD","",""
"saveLabel","Save","\u0B9A\u0BC7\u0BAE\u0BBF","",""
"updateLabel","Update","\u0BAA\u0BC1\u0BA4\u0BC1\u0BAA\u0BCD\u0BAA\u0BBF","",""
"newLabel","New","\u0BAA\u0BC1\u0BA4\u0BBF\u0BAF\u0BA4\u0BC1","",""
"fetchRolesLabel","Fetch Roles","\u0BAA\u0B99\u0BCD\u0B95\u0BC1\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","",""
"fetchOrganizationsLabel","Fetch Organizations","\u0BA8\u0BBF\u0BB1\u0BC1\u0BB5\u0BA9\u0B99\u0BCD\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","",""
"fetchBranchesLabel","Fetch Branches","\u0B95\u0BBF\u0BB3\u0BC8\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","",""
"fetchDepartmentsLabel","Fetch Departments","\u0BA4\u0BC1\u0BB1\u0BC8\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","",""
"fetchDesignationsLabel","Fetch Designations","\u0BAA\u0BA4\u0BB5\u0BBF\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","",""
"fetchCountriesLabel","Fetch Countries","\u0BA8\u0BBE\u0B9F\u0BC1\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","",""
"fetchStatesLabel","Fetch States/Districts","\u0BAE\u0BBE\u0BA9\u0BBF\u0BB2\u0B99\u0BCD\u0B95\u0BB3\u0BC8/\u0BAE\u0BBE\u0BB5\u0B9F\u0BCD\u0B9F\u0BAE\u0BCD \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","",""
"fetchCitiesLabel","Fetch Cities","\u0BA8\u0B95\u0BB0\u0B99\u0BCD\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","",""
"fetchRegionsLabel","Fetch Regions","\u0BAA\u0BBF\u0BB0\u0BBE\u0BA8\u0BCD\u0BA4\u0BBF\u0BAF\u0B99\u0BCD\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","",""
"fetchSubregionsLabel","Fetch Subregions","\u0B89\u0BAA \u0BAA\u0BBF\u0BB0\u0BBE\u0BA8\u0BCD\u0BA4\u0BBF\u0BAF\u0B99\u0BCD\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","",""
"fetchCurrenciesLabel","Fetch Currencies","\u0BA8\u0BBE\u0BA3\u0BAF\u0B99\u0BCD\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","",""
"fetchNotificationSettingLabel","Fetch Notification Setting","\u0B85\u0BB1\u0BBF\u0BB5\u0BBF\u0BAA\u0BCD\u0BAA\u0BC1 \u0B85\u0BAE\u0BC8\u0BAA\u0BCD\u0BAA\u0BC1\u0BAE\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","",""
"organizationIdLabel","Organization Id","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BCD \u0BA8\u0BA9\u0BCD\u0BAA\u0BB0\u0BCD","",""
"searchOrganizationLabel","Search Organization","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F \u0BA4\u0BC7\u0B9F\u0BB2\u0BCD","",""
"flagLabel","Flag","\u0BAA\u0BA4\u0BAE\u0BCD","",""
"phoneNumberLabel","Phone Number","\u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F \u0BA8\u0BA9\u0BCD\u0BAA\u0BB0\u0BCD","",""
"websiteLabel","Website","\u0B87\u0BA8\u0BCD\u0B9F\u0BB0\u0BCD\u0BA8\u0BC7\u0B9F \u0BAE\u0BC1\u0BA9\u0BCD","",""
"organizationDetailsLabel","Organization Details","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F \u0B95\u0BC1\u0BB1\u0BBF\u0BAA\u0BCD\u0BAA\u0BC1\u0BB1\u0B95\u0BB3\u0BCD","",""
"deleteTheOrganizationLabel","Delete the Organization","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BC8 \u0B85\u0BB4\u0BBF\u0BAA\u0BCD\u0BAA\u0BA4\u0BC8","",""
"branchIdLabel","Branch Id","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BCD \u0BA8\u0BA9\u0BCD\u0BAA\u0BB0\u0BCD","",""
"branchNameLabel","Branch Name","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9 \u0BAA\u0BC7\u0B9A\u0BCD\u0B9A\u0BAE\u0BCD","",""
"branchDetailsLabel","Branch Details","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9 \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F \u0B95\u0BC1\u0BB1\u0BBF\u0BAA\u0BCD\u0BAA\u0BC1\u0BB1\u0B95\u0BB3\u0BCD","",""
"deleteTheBranchLabel","Delete the Branch","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BC8 \u0B85\u0BB4\u0BBF\u0BAA\u0BCD\u0BAA\u0BA4\u0BC8","",""
"searchBranchLabel","Search Branch","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9\u0BA4\u0BC7\u0B9F\u0BB2\u0BCD","",""
"confirmLabel","Confirm","\u0BA8\u0BBF\u0BB1\u0BCD\u0BAA\u0BA4\u0BAE\u0BCD","",""
"organizationAddedSuccessfullyLabel","Organization Added Successfully","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BCD\u0BA4\u0BBE\u0BA9\u0BA4\u0BC8 \u0B9A\u0BC6\u0BAF\u0BB2\u0BCD \u0B9A\u0BBF\u0BA4\u0BCD\u0BA4\u0BBF\u0BA4\u0BBE\u0B95\u0BCD\u0B95\u0BC1\u0BAE\u0BCD","",""
"organizationAlreadyExistsLabel","Organization already exists","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0B87\u0BB0\u0BC1\u0BA8\u0BCD\u0BA4\u0BC1 \u0BA4\u0BC7\u0BB1\u0BCD\u0BB1\u0BC1","",""
"addingOrganizationFailedLabel","Adding Organization Failed","\u0B95\u0BA4\u0BCD\u0BA4\u0BA4\u0BC1\u0BA9\u0BCD\u0B9A\u0BBF \u0B95\u0BC6\u0BB3\u0BCD\u0BB5\u0BBF","",""
"unexpectedErrorLabel","Unexpected Error","\u0BA8\u0BBF\u0BAF\u0B95 \u0B9A\u0BC7\u0BAF\u0BCD\u0BA4\u0BBF\u0BB0\u0BCD\u0BA4\u0BCD\u0BA4\u0BBF\u0B95\u0BCD\u0B95 \u0BAA\u0BCB\u0BB1\u0BBE\u0BB3\u0BCD\u0BB5\u0BC1","",""
"organizationDoestNotExistLabel","Organization does not exist","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BC8 \u0B87\u0BB2\u0BCD\u0BB2\u0BC8","",""
"organizationUpdateFailedLabel","Organization Update Failed","\u0B85\u0BAA\u0BCD\u0BAA\u0B9F\u0BC7\u0B9F\u0BCD\u0B9F\u0BCD\u0B9F \u0B85\u0BB4\u0BBF\u0BAA\u0BCD\u0BAA\u0BA4\u0BC8","",""
"organizationRemovalFailedLabel","Organization Removal Failed","\u0BA4\u0BBF\u0B9F\u0BC8\u0BB5\u0BB0\u0BCD \u0BA4\u0BC7\u0B9A\u0BCD\u0B9A\u0BBE\u0B95\u0BC1\u0BAE\u0BCD","",""
"organizationUpdatedSuccessfullyLabel","Organization Updated Successfully","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0B89\u0BA9\u0BCD\u0BA9 \u0BA4\u0BC7\u0BB0\u0BCD\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD","",""
"organizationDeletedSuccessfullyLabel"," Organization Deleted Successfully","\u0B95\u0BA4\u0BCD\u0BA4\u0BA4\u0BBF\u0BA9\u0BCD\u0BB5\u0BA9\u0BCD \u0B95\u0BBE\u0BA9\u0BBF \u0B95\u0BB3\u0BB5\u0BC1\u0BB2\u0BCD","",""
"errorLabel","Error","\u0BA4\u0BC7\u0BAE\u0BCD\u0B95\u0BBF\u0B9F\u0BCD","",""
"warningLabel","Warning","\u0BA4\u0BBF\u0BA3\u0BCD\u0BB1\u0BB5\u0BBE\u0BB0\u0BBF","",""
"branchAddedSuccessfullyLabel","Branch Added Successfully","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9 \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BCD\u0BA4\u0BC1 \u0BAA\u0BCB\u0BB1\u0BBE\u0BA3\u0BBF","",""
"branchAlreadyExistsLabel","Branch already exists","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8 \u0B87\u0BB0\u0BC1\u0BA8\u0BCD\u0BA4\u0BC1","",""
"branchAddFailedLabel","Branch Add Failed","\u0BA4\u0BB2\u0BC7\u0BA4\u0BCD\u0BA4\u0BCD\u0BA4\u0BC8","",""
"branchUpdatedSuccessfullyLabel","Branch Updated Successfully","\u0B85\u0BB5\u0B95\u0BBE\u0BB2\u0BBE\u0BAF\u0BBF \u0B9A\u0BC7\u0BAF\u0BCD\u0BA4\u0BBF\u0BB0\u0BCD\u0BA4\u0BCD\u0BA4\u0BBF\u0B95\u0BCD\u0B95\u0BC1","",""
"branchDoesNotExistsLabel","Branch does not exists","\u0B85\u0B9F\u0BBF\u0BAF\u0BA4\u0BBE\u0BA9\u0BC1","",""
"branchUpdateFailedLabel","Branch Update Failed","\u0B85\u0BB5\u0B95\u0BC1 \u0BB5\u0BCB","",""
"branchRemovalFailedLabel","Branch Removal Failed","\u0B95\u0BBE\u0BA9\u0BBF \u0B9A\u0BC0\u0B9F\u0BC8","",""
"branchRemovedSuccessfullyLabel"," Branch Removed Successfully","\u0BAA\u0B9F\u0BCD\u0B9F\u0BBE\u0BB3\u0BBE\u0BA9\u0BCD \u0BA4\u0BC6\u0BB5\u0BB1\u0BC1","",""
"searchDepartmentLabel","Search Department","\u0BA4\u0BC1\u0BB1\u0BC8\u0020\u0BA4\u0BC7\u0B9F\u0BB2\u0BCD","",""
"departmentIdLabel","Department Id","\u0BA4\u0BC1\u0BB1\u0BC8\u0020\u0B90\u0B9F\u0BC0","",""
"departmentNameLabel","Department Name","\u0BA4\u0BC1\u0BB1\u0BC8\u0020\u0BAA\u0BC6\u0BAF\u0BB0\u0BCD","",""
"departmentDetailsLabel","Department Details","\u0BA4\u0BC1\u0BB1\u0BC8\u0020\u0BB5\u0BBF\u0BB5\u0BB0\u0B99\u0BCD\u0B95\u0BB3\u0BCD","",""
"deleteTheDepartmentLabel","Delete the Department","\u0BA4\u0BC1\u0BB1\u0BC8\u0020\u0BA8\u0BC0\u0B95\u0BCD\u0B95\u0BC1","",""
"searchDesignationLabel","Search Designation","\u0BAA\u0BA4\u0BB5\u0BBF\u0020\u0BA4\u0BC7\u0B9F\u0BB2\u0BCD","",""
"designationIdLabel","Designation Id","\u0BAA\u0BA4\u0BB5\u0BBF\u0020\u0B90\u0B9F\u0BC0","",""
"designationNameLabel","Designation Name","\u0BAA\u0BA4\u0BB5\u0BBF\u0BAF\u0BBF\u0BA9\u0BCD\u0020\u0BAA\u0BC6\u0BAF\u0BB0\u0BCD","",""
"designationDetailsLabel","Designation Details","\u0BAA\u0BA4\u0BB5\u0BBF\u0020\u0BB5\u0BBF\u0BB5\u0BB0\u0B99\u0BCD\u0B95\u0BB3\u0BCD","",""
"deleteTheDesignationLabel","Delete the Designation","\u0BAA\u0BA4\u0BB5\u0BBF\u0BAF\u0BC8\u0020\u0BA8\u0BC0\u0B95\u0BCD\u0B95\u0BC1","",""
"searchCountryLabel","Search Country","\u0BA8\u0BBE\u0B9F\u0BC1\u0020\u0BA4\u0BC7\u0B9F\u0BB2\u0BCD","",""
"countryIdLabel","Country Id","\u0BA8\u0BBE\u0B9F\u0BC1\u0020\u0B90\u0B9F\u0BC0","",""
"countryNameLabel","Country Name","\u0BA8\u0BBE\u0B9F\u0BBF\u0BA9\u0BCD\u0020\u0BAA\u0BC6\u0BAF\u0BB0\u0BCD","",""
"isoCode2Label","ISO Code 2","\u0049\u0053\u004F\u0020\u0B95\u0BC1\u0BB1\u0BBF\u0BAF\u0BC0\u0B9F\u0BC1\u0020\u0032","",""
"isoCode3Label","ISO Code 3","\u0049\u0053\u004F\u0020\u0B95\u0BC1\u0BB1\u0BBF\u0BAF\u0BC0\u0B9F\u0BC1\u0020\u0033","",""
"capitalLabel","Capital","\u0BAE\u0BC2\u0BB2\u0BA4\u0BA9\u0BAE\u0BCD","",""
"numericCodeLabel","Numeric Code","\u0B8E\u0BA3\u0BCD\u0BA3\u0BC1\u0020\u0B95\u0BC1\u0BB1\u0BBF\u0BAF\u0BC0\u0B9F\u0BC1","",""
"phoneCodeLabel","PhoneCode","\u0BA4\u0BCA\u0BB2\u0BC8\u0BAA\u0BC7\u0B9A\u0BBF\u0020\u0B95\u0BC1\u0BB1\u0BBF\u0BAF\u0BC0\u0B9F\u0BC1","",""
"currencyNameLabel","Currency Name","\u0BA8\u0BBE\u0BA3\u0BAF\u0BAE\u0BCD\u0020\u0BAA\u0BC6\u0BAF\u0BB0\u0BCD","",""
"tldLabel","tld","\u0054\u004C\u0044","",""
"nativeNameLabel","Native Name","\u0B89\u0BB3\u0BCD\u0BB3\u0BC2\u0BB0\u0BCD\u0020\u0BAA\u0BC6\u0BAF\u0BB0\u0BCD","",""
"nationalityLabel","Nationality","\u0B9C\u0BBE\u0BA4\u0BBF","",""
"timezonesLabel","Timezone","\u0BA8\u0BC7\u0BB0\u0BCD\u0020\u0BAE\u0BA3\u0BCD\u0B9F\u0BB2\u0B99\u0BCD\u0B95\u0BB3\u0BCD","",""
"translationsLabel","Translations","\u0BAE\u0BBE\u0BB4\u0BBF\u0BAA\u0BC8\u0BAF\u0BB0\u0BCD\u0BAA\u0BC1\u0B95\u0BB3\u0BCD","",""
"deleteTheCountryLabel","Delete the Country","\u0BA8\u0BBE\u0B9F\u0BC8\u0020\u0BA8\u0BC0\u0B95\u0BCD\u0B95\u0BC1","",""
"countryDetailsLabel","Country Details","\u0ba8\u0bbe\u0b9f\u0bcd\u0b9f\u0bbf\u0ba9\u0bcd \u0bb5\u0bbf\u0bb5\u0bb0\u0b99\u0bcd\u0b95\u0bb3\u0bcd","",""
"deleteTheStateLabel","Delete the State","\u0bae\u0bbe\u0ba8\u0bbf\u0bb2\u0ba4\u0bcd\u0ba4\u0bc8 \u0ba8\u0bc0\u0b95\u0bcd\u0b95\u0bc1","",""
"latitudeLabel","Latitude","\u0b85\u0b9f\u0bcd\u0bb2\u0bc6\u0b9f\u0bcd\u0b9f\u0bbf\u0b9f\u0bcd","",""
"longitudeLabel","Longitude","\u0ba8\u0bc6\u0b9f\u0bcd\u0b9f\u0bbf\u0bb2\u0bc6\u0b9f\u0bcd\u0b9f\u0bbf\u0b9f\u0bcd","",""
"stateNameLabel","State Name","\u0bae\u0bbe\u0ba8\u0bbf\u0bb2\u0ba4\u0bcd\u0ba4\u0bbf\u0ba9\u0bcd \u0baa\u0bc6\u0baf\u0bb0\u0bcd","",""
"stateDetailsLabel","State Details","\u0bae\u0bbe\u0ba8\u0bbf\u0bb2 \u0bb5\u0bbf\u0bb5\u0bb0\u0b99\u0bcd\u0b95\u0bb3\u0bcd","",""
"departmentAddedSuccessfullyLabel","Department Added Successfully","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0b9a\u0bc6\u0bb0\u0bbf\u0bb5\u0bbf \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd \u0bb5\u0bbf\u0b9f\u0bbf\u0baf\u0bbe\u0b95\u0bbf\u0bb1\u0bbe\u0b99\u0bcd\u0b95\u0bbf\u0bb1\u0bbe\u0b99\u0bcd\u0b95\u0bc1","",""
"departmentAlreadyExistsLabel","Department already exists","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0b87\u0bb1\u0bc1\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bbe\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bbe\u0bb2\u0bcd","",""
"departmentAddFailedLabel","Department Add Failed","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd \u0bb5\u0bbf\u0b9f\u0bbf\u0baf\u0bbe\u0b95\u0bbf\u0baf\u0bbe\u0b99\u0bcd\u0b95\u0bbf\u0bb1\u0bcd\u0bb1\u0bbe\u0b95\u0bc1","",""
"departmentUpdatedSuccessfullyLabel","Department Updated Successfully","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0bb5\u0bbf\u0bb1\u0bc1\u0b95\u0bbf \u0b95\u0bc7\u0bb5\u0bb2\u0bcd \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bbe\u0b95\u0bcd\u0b95\u0bbf\u0baf\u0bbe\u0b95\u0bcd","",""
"departmentDoesNotExistLabel","Department does not exist","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0b87\u0bb1\u0bc1\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bbf\u0bb1\u0bcd\u0bb1\u0bcd\u0b95\u0bc1","",""
"departmentUpdateFailedLabel","Department Update Failed","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0bb5\u0bbf\u0bb1\u0bbf\u0b95\u0bc7\u0bb2\u0bcd \u0bb5\u0bbf\u0bb4\u0bbf\u0b95\u0bc7\u0bb2\u0bcd","",""
"departmentRemovedSuccessfullyLabel","Department Removed Successfully","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0bb5\u0bbf\u0b95\u0bc7\u0b95\u0bbf \u0bb5\u0bbf\u0b9f\u0bbf\u0baf\u0bbe\u0b95\u0bc1","",""
"departmentRemovalFailedLabel","Department Removal Failed","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0bb5\u0bbf\u0bb1\u0bbf\u0bb1\u0bcd\u0bb1 \u0b85\u0b9a\u0bbf\u0baf\u0bc1\u0b99\u0bcd\u0b95\u0bbf\u0baf\u0bbe\u0b95\u0bc1","",""
"designationAddedSuccessfullyLabel","Designation Added Successfully","\u0b95\u0b95\u0bcd\u0b95\u0bbf\u0baf\u0bb0\u0bcd \u0b87\u0b9f\u0bbf\u0baf\u0bc1 \u0bb5\u0bbf\u0b9f\u0bbf\u0bb5\u0bc7\u0b95\u0bbf\u0bb1\u0bbe\u0b95\u0bc1","",""
"designationAlreadyExistLabel","Designation already exists","\u0b95\u0bb5\u0bb0\u0bcd \u0bb5\u0bbf\u0bb4\u0bbf\u0b9a\u0bcd\u0b9a \u0b85\u0bb2\u0bcd\u0b9a\u0bc6\u0bb5\u0bcd \u0b89\u0bb2\u0bbf\u0baf\u0bc1\u0b99\u0bcd\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bbe\u0b95\u0bc1","",""
"designationAddFailedLabel","Designation Add Failed","\u0b85\u0bb0\u0bcd\u0b9a\u0bc6\u0bb5\u0bcd\u0bb0\u0bc1\u0b99\u0bcd\u0b95 \u0b85\u0b95\u0bc7 \u0bb5\u0bbf\u0bb1\u0bcd\u0bb1\u0bcd\u0bb5 \u0bb5\u0bbf\u0bb4\u0bbf\u0bb2\u0bcd\u0b95\u0bc7\u0bb1\u0bbf\u0bb1\u0bcd","",""
"designationUpdatedSuccessfullyLabel","Designation Updated Successfully","\u0b95\u0b95\u0bcd\u0b95\u0bbf\u0baf\u0bb0\u0bcd \u0b85\u0b95\u0bbf\u0baf\u0bbe\u0bb1\u0bc6\u0baf\u0bb0\u0bcd","",""
"designationUpdateFailedLabel","Designation Update Failed","\u0b85\u0b95\u0bc7 \u0bb5\u0bbf\u0bb0\u0bcd\u0bb1 \u0bb5\u0bbf\u0bb3 \u0bb5\u0bbf","",""
"designationRemovedSuccessfullyLabel","Designation Removed Successfully","\u0b85\u0bb0\u0bcd\u0b9a\u0bc6\u0bb5\u0bb0\u0bc1 \u0b87\u0bb4\u0bbf\u0b95\u0bc8 \u0b85\u0bb4\u0bbf\u0ba8\u0bcd\u0ba4\u0bcd \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bbe\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bcd","",""
"designationDoesNotExistLabel","Designation does not exist","\u0b85\u0bb0\u0bcd\u0b9a\u0bc6\u0bb5\u0bb0\u0bc1 \u0b89\u0bb2\u0bcd\u0bb3\u0bbe\u0b99\u0bcd\u0b95\u0bc8\u0baf\u0bc1\u0bae\u0bcd\u0baa\u0b9f\u0bbf\u0baf\u0bbe\u0b95\u0bbf\u0bb2\u0bcd\u0b95\u0bbf\u0baf\u0bcb","",""
"designationRemovalFailedLabel","Designation Removal Failed","\u0b85\u0bb0\u0bcd\u0b9a\u0bc6\u0bb5\u0bb0\u0bc1 \u0b85\u0bb4\u0bbf\u0ba8\u0bcd\u0ba4\u0bc7\u0bb1\u0bcd\u0b95\u0bbf\u0baf\u0bbe\u0b95\u0bc1","",""
"countryAddedSuccessfullyLabel","Country Added Successfully","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bcd\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bbf\u0bb1\u0bcd\u0b95\u0bcb","",""
"countryAlreadyExistsLabel","Country already exists","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b87\u0bb0\u0bbf\u0b99\u0bcd\u0b95\u0bbf\u0bb1\u0bbf\u0bb1\u0bcd","",""
"countryAddFailedLabel","Country Add Failed","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bcd\u0b95\u0bbf\u0bb1\u0bc1 \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd","",""
"countryDoesNotExistsLabel","Country does not exists","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b87\u0bb0\u0bbf\u0b99\u0bcd\u0b95\u0bc8 \u0b89\u0bb2\u0bcd\u0bb3\u0bbf\u0baf\u0bbe\u0b95\u0bbf\u0bb0\u0bcd\u0bb5\u0bcd","",""
"countryUpdateFailedLabel","Country Update Failed","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bcd\u0bb5\u0bbf\u0b95\u0bc1\u0bb1\u0bcd\u0b9a\u0bcd\u0b9a\u0bcd","",""
